speed,acceleration,impact_force,road_condition,is_accident,severity
48.53,3.94,3.38,dry,0,none
72.38,3.77,7.84,wet,1,medium
67.23,4.62,5.72,gravel,1,low
76.52,1.64,7.79,dry,1,medium
47.38,4.93,8.22,gravel,1,medium
39.25,1.05,7.43,dry,1,medium
58.17,5.37,6.51,dry,0,none
59.54,3.77,7.77,dry,1,medium
63.37,4.55,9.68,dry,1,high
63.01,4.31,8.9,muddy,1,medium
45.63,5.31,9.78,wet,1,high
79.26,2.85,4.22,icy,0,none
60.7,1.89,8.18,icy,1,medium
66.55,1.89,0.71,dry,0,none
61.71,3.21,0.85,gravel,0,none
51.23,1.73,1.06,icy,0,none
54.42,5.75,2.79,dry,0,none
73.83,4.23,6.18,muddy,0,none
58.05,4.38,8.29,wet,1,medium
64.9,5.4,5.35,gravel,1,low
72.98,2.03,8.8,dry,1,medium
73.44,0.72,3.98,dry,0,none
61.37,5.71,2.5,wet,0,none
62.49,4.06,8.7,dry,1,medium
74.95,4.77,6.3,dry,0,none
57.75,2.62,7.83,wet,1,medium
43.27,1.38,9.76,dry,1,high
49.64,2.01,5.79,icy,1,low
33.06,0.82,1.5,dry,0,none
48.75,1.8,7.93,muddy,1,medium
68.82,1.01,4.37,dry,0,none
51.77,5.39,9.09,dry,1,high
63.99,1.08,9.91,dry,1,high
52.48,0.53,4.09,muddy,0,none
56.34,3.96,3.32,wet,0,none
67.65,2.43,7.34,muddy,1,medium
71.89,5.67,0.93,dry,0,none
54.62,3.24,5.42,icy,1,low
31.58,2.15,6.67,dry,0,none
74.95,1.13,4.77,dry,0,none
87.86,2.46,4.91,dry,0,none
59.43,0.58,4.39,wet,0,none
72.31,5.01,7.8,dry,1,medium
35.1,3.06,5.64,dry,0,none
61.33,6.0,6.44,dry,0,none
58.72,2.45,8.13,dry,1,medium
89.13,3.22,9.95,wet,1,high
48.78,4.25,0.47,dry,0,none
58.89,1.88,3.54,icy,0,none
59.38,0.66,6.17,wet,0,none
85.73,2.76,9.22,wet,1,high
88.02,1.7,7.61,dry,1,medium
59.94,4.47,9.04,wet,1,high
59.15,4.24,0.95,icy,0,none
52.47,2.76,9.42,muddy,1,high
64.31,0.81,7.18,gravel,1,medium
59.43,3.7,5.01,muddy,0,none
64.67,1.92,9.02,dry,1,high
69.68,2.86,8.14,gravel,1,medium
75.83,4.0,1.41,dry,0,none
54.99,4.07,1.91,dry,0,none
42.09,0.62,2.12,gravel,0,none
55.21,3.45,4.82,dry,0,none
35.19,4.27,7.04,muddy,1,medium
60.15,2.47,8.81,dry,1,medium
80.27,2.03,0.01,dry,0,none
73.7,5.26,8.22,wet,1,medium
55.44,4.14,6.52,dry,0,none
46.36,5.23,1.4,gravel,0,none
46.74,2.64,0.15,wet,0,none
57.69,5.44,5.27,wet,0,none
48.79,2.63,8.03,dry,1,medium
47.3,2.63,2.05,muddy,0,none
55.05,4.49,6.82,wet,0,none
83.32,1.24,1.43,dry,0,none
72.3,2.58,0.77,dry,0,none
74.19,0.57,2.88,dry,0,none
45.15,1.07,8.96,wet,1,medium
56.84,3.72,9.34,dry,1,high
79.67,1.63,6.18,dry,0,none
42.88,1.21,0.02,gravel,0,none
61.41,5.6,3.34,dry,0,none
71.11,2.3,4.01,muddy,0,none
68.36,5.59,0.25,wet,0,none
86.16,4.4,3.3,dry,0,none
60.65,3.28,1.37,dry,0,none
39.96,1.61,4.08,wet,0,none
34.59,1.32,0.04,dry,0,none
47.3,5.84,9.43,wet,1,high
62.91,4.21,0.69,wet,0,none
59.9,1.15,9.16,gravel,1,high
75.6,5.44,4.48,dry,0,none
65.91,0.77,1.88,dry,0,none
45.6,1.42,4.46,dry,0,none
56.63,2.37,4.68,icy,0,none
88.68,5.65,1.08,dry,1,low
45.94,1.05,8.53,dry,1,medium
83.79,1.68,8.29,dry,1,medium
60.57,5.58,6.35,muddy,0,none
69.97,0.7,7.99,icy,1,medium
71.62,1.26,2.22,dry,0,none
36.09,4.14,6.08,dry,0,none
67.85,1.09,6.56,dry,0,none
34.54,3.03,2.87,dry,0,none
75.63,2.45,0.29,muddy,0,none
60.54,3.25,3.84,icy,0,none
62.07,3.47,3.8,dry,0,none
51.67,2.02,1.8,muddy,0,none
27.64,3.56,8.43,gravel,1,medium
65.17,5.61,4.45,wet,0,none
77.72,5.91,2.96,wet,0,none
70.26,2.58,6.26,dry,0,none
40.7,2.18,6.18,dry,0,none
69.02,1.19,1.89,dry,0,none
87.93,2.09,8.9,dry,1,medium
87.27,1.11,2.69,dry,0,none
62.88,5.77,2.66,dry,0,none
46.01,1.21,2.33,dry,0,none
50.58,4.03,4.55,wet,0,none
44.55,4.91,7.84,dry,1,medium
62.2,0.62,3.84,dry,0,none
66.77,1.8,4.56,dry,0,none
64.0,1.51,3.71,dry,0,none
49.99,4.43,5.43,wet,0,none
60.5,5.06,2.72,dry,0,none
64.59,1.55,6.77,dry,0,none
79.44,4.42,9.85,muddy,1,high
34.15,4.26,9.79,dry,1,high
64.67,1.47,3.26,dry,0,none
40.99,0.62,3.37,dry,0,none
62.41,5.26,0.43,dry,0,none
82.62,5.74,9.85,dry,1,high
53.87,2.82,9.5,dry,1,high
40.66,3.29,1.3,icy,0,none
71.02,5.29,3.58,muddy,0,none
44.13,1.63,9.92,dry,1,high
65.86,4.64,9.62,icy,1,high
47.4,3.27,4.95,dry,0,none
52.33,1.46,7.33,dry,1,medium
43.13,2.33,5.64,muddy,0,none
52.57,4.5,4.82,muddy,0,none
42.99,5.53,9.29,wet,1,high
61.21,4.26,0.18,dry,0,none
93.05,5.97,9.96,wet,1,high
69.48,5.22,0.64,muddy,0,none
61.89,4.9,4.07,dry,0,none
67.6,2.26,4.63,wet,0,none
54.13,5.22,0.38,icy,0,none
45.5,1.33,1.25,muddy,0,none
55.78,5.53,8.82,dry,1,medium
56.11,0.68,7.52,wet,1,medium
77.96,3.22,9.91,dry,1,high
70.43,0.74,2.34,dry,0,none
44.12,5.57,5.6,gravel,1,low
27.28,0.75,4.08,dry,0,none
66.97,3.8,6.36,dry,0,none
58.75,4.42,7.7,dry,1,medium
40.65,5.31,7.32,wet,1,medium
69.94,4.58,9.97,wet,1,high
67.39,5.73,1.51,dry,0,none
66.79,3.24,5.81,muddy,0,none
74.05,4.69,7.21,dry,1,medium
52.94,5.98,2.59,dry,0,none
65.47,2.22,1.61,wet,0,none
85.04,5.43,5.95,dry,1,low
62.69,1.71,3.38,wet,0,none
79.29,2.6,9.73,dry,1,high
68.14,2.68,0.26,wet,0,none
59.59,1.73,9.45,dry,1,high
60.43,0.92,2.86,dry,0,none
55.43,0.98,8.6,wet,1,medium
72.85,4.29,9.71,muddy,1,high
62.91,3.3,6.39,muddy,0,none
51.74,5.15,6.45,dry,0,none
100.06,4.91,7.86,dry,1,medium
68.03,1.6,5.83,gravel,1,low
43.47,4.23,9.97,dry,1,high
57.38,5.02,8.44,dry,1,medium
49.12,4.55,8.97,dry,1,medium
50.9,0.82,8.52,dry,1,medium
56.08,4.52,6.99,muddy,0,none
42.8,5.77,0.64,gravel,0,none
37.04,4.76,3.1,dry,0,none
78.22,4.39,5.35,icy,1,low
46.13,4.78,5.81,dry,0,none
74.98,3.74,0.13,muddy,0,none
46.35,5.46,5.46,gravel,1,low
66.13,2.79,4.49,dry,0,none
15.96,5.42,7.88,gravel,1,medium
64.25,5.98,5.96,muddy,0,none
45.62,4.82,7.69,dry,1,medium
41.17,4.48,5.0,gravel,0,none
38.01,3.64,7.13,dry,1,medium
49.05,1.31,2.92,wet,0,none
73.3,3.29,3.42,dry,0,none
50.55,3.3,3.68,dry,0,none
61.45,3.44,4.23,dry,0,none
67.83,1.52,6.81,gravel,1,medium
55.82,5.59,5.39,muddy,0,none
13.59,0.54,4.43,dry,0,none
53.29,2.53,6.7,muddy,0,none
50.68,3.0,7.75,icy,1,medium
31.26,2.94,0.27,dry,0,none
69.54,3.33,5.81,dry,0,none
65.21,1.4,2.21,muddy,0,none
54.11,5.6,5.22,dry,0,none
37.47,1.56,2.66,wet,0,none
82.74,2.92,3.92,icy,0,none
38.6,3.61,2.42,icy,0,none
54.59,2.35,7.73,dry,1,medium
56.7,4.44,6.11,dry,0,none
53.17,5.37,3.99,dry,0,none
71.06,2.7,4.05,wet,0,none
54.13,2.26,0.75,dry,0,none
46.67,1.34,0.45,gravel,0,none
70.8,2.37,1.24,gravel,0,none
53.89,4.05,9.97,dry,1,high
48.46,5.85,1.79,wet,0,none
45.99,3.31,2.4,dry,0,none
51.47,2.72,2.42,dry,0,none
74.49,5.4,9.15,dry,1,high
87.19,1.41,4.35,dry,0,none
45.91,3.97,3.85,muddy,0,none
62.57,5.83,7.19,gravel,1,medium
62.01,3.52,2.69,dry,0,none
77.36,5.15,0.1,wet,0,none
77.24,1.71,6.66,gravel,1,medium
64.7,2.77,3.62,dry,0,none
70.01,4.56,7.41,dry,1,medium
36.77,5.59,5.52,wet,0,none
71.93,4.85,2.14,dry,0,none
72.66,0.78,5.12,dry,0,none
54.73,3.15,7.51,dry,1,medium
46.17,5.59,5.72,muddy,0,none
49.26,1.08,1.93,dry,0,none
39.96,5.37,7.55,icy,1,medium
87.71,3.78,0.11,wet,0,none
57.78,5.62,4.96,wet,0,none
75.27,4.32,0.69,gravel,0,none
47.94,2.43,1.19,wet,0,none
78.25,1.31,1.86,dry,0,none
70.84,2.53,7.24,wet,1,medium
55.25,0.96,5.91,dry,0,none
66.31,5.15,4.55,wet,0,none
59.76,4.76,1.93,wet,0,none
48.47,2.41,2.26,gravel,0,none
61.69,4.45,4.9,dry,0,none
61.51,0.98,7.35,dry,1,medium
84.82,5.08,9.04,dry,1,high
83.09,4.64,1.56,gravel,1,low
66.56,1.4,0.71,dry,0,none
55.61,5.99,4.31,dry,0,none
30.16,4.49,6.93,dry,0,none
87.57,5.99,3.59,dry,1,low
66.33,5.43,3.82,muddy,0,none
72.75,0.79,0.78,dry,0,none
84.57,0.61,3.71,dry,0,none
49.27,3.83,2.89,wet,0,none
68.06,4.88,7.98,muddy,1,medium
62.07,2.07,8.09,wet,1,medium
82.99,1.52,2.9,icy,0,none
68.27,4.27,6.53,dry,0,none
45.0,2.79,1.0,dry,0,none
60.25,2.74,5.89,icy,1,low
73.26,1.56,1.33,wet,0,none
38.99,1.84,8.93,gravel,1,medium
52.72,3.42,4.83,gravel,0,none
63.99,1.12,8.34,wet,1,medium
61.68,3.71,1.46,dry,0,none
57.54,4.3,2.43,wet,0,none
31.67,3.44,6.85,wet,0,none
76.55,5.28,4.71,dry,0,none
57.66,5.85,0.76,wet,0,none
84.94,3.12,1.25,gravel,0,none
79.52,1.44,8.52,dry,1,medium
65.82,4.15,5.98,wet,0,none
72.31,1.62,4.28,dry,0,none
65.37,0.6,9.54,dry,1,high
88.26,5.15,2.61,dry,1,low
70.44,1.03,5.03,muddy,0,none
62.87,3.01,4.1,dry,0,none
54.15,0.85,0.66,dry,0,none
76.46,0.74,4.09,dry,0,none
46.64,4.06,6.87,dry,0,none
69.85,1.9,6.01,gravel,1,medium
54.72,2.35,6.19,wet,0,none
89.21,5.88,4.27,gravel,1,low
48.57,0.92,5.53,wet,0,none
25.36,2.31,1.21,wet,0,none
57.99,2.71,1.06,wet,0,none
59.86,0.63,8.24,icy,1,medium
33.64,3.21,4.37,dry,0,none
64.67,1.98,7.0,dry,1,medium
70.75,3.24,4.68,dry,0,none
77.34,3.24,4.37,gravel,0,none
59.89,3.41,6.92,muddy,0,none
22.76,4.41,3.78,dry,0,none
33.07,3.45,4.53,dry,0,none
41.56,5.39,6.96,dry,0,none
64.52,5.84,6.36,gravel,1,medium
68.61,5.8,1.58,gravel,0,none
61.61,5.91,4.18,wet,0,none
50.87,1.67,5.22,icy,1,low
39.83,4.43,9.75,dry,1,high
76.24,5.43,2.92,icy,0,none
43.62,2.67,1.0,dry,0,none
37.9,4.69,3.65,gravel,0,none
62.69,2.64,5.19,dry,0,none
87.73,2.29,6.23,gravel,1,medium
63.46,2.01,0.18,dry,0,none
48.38,3.54,5.78,dry,0,none
48.87,5.41,6.11,dry,0,none
58.09,1.14,5.11,dry,0,none
49.24,3.84,8.08,dry,1,medium
59.93,4.62,2.03,wet,0,none
54.2,5.71,0.72,icy,0,none
73.36,3.17,5.97,dry,0,none
72.02,3.95,0.18,icy,0,none
48.82,3.85,4.91,icy,0,none
55.4,3.48,3.17,dry,0,none
68.8,4.77,9.3,dry,1,high
77.13,3.24,3.97,icy,0,none
52.09,5.66,5.1,wet,0,none
90.16,1.94,3.25,dry,0,none
54.3,5.63,6.79,dry,0,none
51.82,3.49,9.71,dry,1,high
71.68,2.25,1.6,dry,0,none
23.55,1.38,8.89,wet,1,medium
63.54,5.95,5.69,icy,1,low
67.56,4.36,0.44,icy,0,none
65.79,1.37,0.71,muddy,0,none
38.94,0.86,5.3,dry,0,none
51.24,2.0,7.96,muddy,1,medium
63.24,1.65,9.95,dry,1,high
61.75,4.75,7.27,dry,1,medium
70.41,4.1,6.2,dry,0,none
28.41,4.38,0.82,gravel,0,none
46.64,1.93,1.73,muddy,0,none
30.77,1.26,3.66,muddy,0,none
49.0,5.71,7.65,dry,1,medium
59.83,4.52,1.73,dry,0,none
70.22,5.9,7.48,wet,1,medium
95.71,3.67,8.51,icy,1,medium
50.7,1.13,7.45,dry,1,medium
64.41,1.99,6.29,wet,0,none
56.33,1.69,1.07,dry,0,none
68.34,1.22,0.62,wet,0,none
57.93,2.26,7.07,dry,1,medium
47.47,5.29,7.85,dry,1,medium
45.77,4.4,3.63,dry,0,none
61.1,0.97,8.42,dry,1,medium
42.92,5.29,9.02,muddy,1,high
50.19,2.36,3.55,wet,0,none
83.87,0.85,5.93,muddy,0,none
68.14,5.74,2.62,dry,0,none
73.61,1.81,7.38,dry,1,medium
47.64,4.89,2.47,wet,0,none
72.96,2.47,1.68,icy,0,none
68.96,1.01,5.75,dry,0,none
80.56,2.04,1.63,wet,0,none
23.97,3.15,4.64,dry,0,none
69.38,3.82,6.06,muddy,0,none
60.45,1.2,9.96,dry,1,high
66.5,2.78,5.02,dry,0,none
64.7,3.37,1.94,dry,0,none
69.24,1.4,0.86,dry,0,none
64.35,4.56,2.73,dry,0,none
82.24,2.27,8.15,dry,1,medium
74.07,3.52,8.69,muddy,1,medium
67.67,0.61,2.44,dry,0,none
65.48,1.0,4.42,dry,0,none
58.77,5.17,3.27,dry,0,none
74.8,2.37,8.96,icy,1,medium
80.83,1.8,9.49,icy,1,high
54.67,3.66,7.59,wet,1,medium
59.76,5.46,8.77,dry,1,medium
46.68,0.76,3.04,dry,0,none
41.13,4.51,1.85,dry,0,none
56.74,2.41,6.63,dry,0,none
85.68,5.79,1.17,wet,1,low
58.07,4.4,2.3,dry,0,none
53.3,1.25,3.2,muddy,0,none
58.77,2.38,9.0,dry,1,medium
38.45,2.3,3.2,wet,0,none
68.27,2.3,6.73,dry,0,none
25.25,1.32,0.22,gravel,0,none
69.34,1.7,1.07,dry,0,none
55.28,4.48,3.86,dry,0,none
63.48,0.9,8.13,gravel,1,medium
37.86,5.42,0.45,dry,0,none
66.67,1.61,7.52,wet,1,medium
44.64,0.84,8.58,dry,1,medium
75.26,2.23,1.96,muddy,0,none
73.31,0.74,7.66,dry,1,medium
60.52,3.65,4.25,dry,0,none
52.05,5.52,6.69,dry,0,none
53.96,2.91,5.73,wet,0,none
72.39,5.56,4.27,dry,0,none
71.15,2.11,6.4,dry,0,none
86.25,2.81,1.53,dry,0,none
36.62,3.08,6.91,wet,0,none
59.52,1.41,4.15,dry,0,none
81.48,4.82,4.13,muddy,1,low
61.06,1.83,7.96,muddy,1,medium
88.96,0.96,5.25,dry,0,none
49.97,4.39,7.45,muddy,1,medium
127.19,4.5,4.1,dry,1,low
76.49,2.82,5.97,wet,0,none
88.22,5.71,1.93,muddy,1,low
43.35,3.95,1.31,dry,0,none
44.94,5.35,8.29,gravel,1,medium
51.5,5.63,8.31,icy,1,medium
91.09,3.25,7.02,dry,1,medium
89.33,2.32,4.62,icy,0,none
82.32,0.93,3.57,wet,0,none
63.1,5.8,5.56,dry,0,none
61.34,3.84,1.86,icy,0,none
53.41,2.07,6.68,wet,0,none
63.0,2.21,0.5,dry,0,none
52.29,0.85,0.75,dry,0,none
73.5,1.88,1.78,wet,0,none
49.35,4.93,1.74,dry,0,none
76.38,3.21,6.88,dry,0,none
76.68,5.59,2.29,dry,0,none
85.07,3.22,8.84,icy,1,medium
69.63,1.93,1.9,dry,0,none
40.69,3.02,6.14,dry,0,none
47.59,3.87,9.46,dry,1,high
44.34,4.21,7.83,wet,1,medium
39.29,3.0,8.07,dry,1,medium
47.89,3.01,8.47,dry,1,medium
45.49,5.29,0.23,dry,0,none
55.45,2.24,1.85,dry,0,none
63.01,5.52,9.72,wet,1,high
67.67,3.23,2.34,muddy,0,none
51.2,4.4,0.4,dry,0,none
50.27,0.78,6.08,wet,0,none
80.73,2.55,8.06,dry,1,medium
77.82,3.43,1.05,wet,0,none
57.74,3.18,1.46,dry,0,none
50.87,5.27,2.84,dry,0,none
69.98,3.79,1.92,icy,0,none
76.51,1.71,0.47,icy,0,none
49.09,5.08,3.66,icy,0,none
41.69,4.65,4.39,dry,0,none
68.23,3.92,8.17,wet,1,medium
54.09,4.08,4.24,dry,0,none
63.89,4.56,3.27,dry,0,none
60.28,5.05,7.69,dry,1,medium
52.39,2.07,7.93,gravel,1,medium
72.51,5.66,7.79,wet,1,medium
38.75,3.39,2.34,muddy,0,none
68.72,4.94,3.87,dry,0,none
54.11,5.03,3.33,dry,0,none
76.61,2.92,6.15,muddy,0,none
64.38,5.12,8.66,dry,1,medium
101.23,3.37,9.27,dry,1,high
34.39,3.05,3.28,dry,0,none
76.98,2.73,8.23,dry,1,medium
49.59,1.95,3.36,dry,0,none
73.19,5.14,0.27,wet,0,none
64.12,4.02,2.27,gravel,0,none
57.26,1.71,8.63,dry,1,medium
55.63,2.81,8.35,icy,1,medium
67.06,4.74,8.14,dry,1,medium
73.19,2.29,1.57,dry,0,none
60.59,4.4,5.39,icy,1,low
52.74,4.1,0.4,dry,0,none
72.07,3.85,7.17,dry,1,medium
41.38,3.46,8.33,wet,1,medium
51.41,2.28,2.52,wet,0,none
70.55,1.21,9.85,wet,1,high
74.92,3.84,5.01,wet,0,none
72.36,1.84,2.86,dry,0,none
56.35,1.17,7.59,gravel,1,medium
85.11,1.7,6.51,wet,0,none
81.99,4.71,3.58,dry,1,low
51.55,4.67,0.34,dry,0,none
76.83,3.53,9.7,muddy,1,high
49.46,5.3,5.69,wet,0,none
58.59,2.62,1.13,dry,0,none
60.67,2.06,3.5,muddy,0,none
69.94,1.99,6.02,dry,0,none
79.27,2.83,2.52,dry,0,none
57.66,5.91,3.04,dry,0,none
65.69,5.65,5.12,gravel,1,low
52.01,0.51,3.75,dry,0,none
56.97,4.85,4.39,icy,0,none
45.94,2.88,5.57,dry,0,none
76.37,2.2,8.22,gravel,1,medium
63.75,3.61,3.01,dry,0,none
45.89,3.92,2.31,dry,0,none
39.18,5.56,5.75,dry,0,none
70.04,0.7,4.36,dry,0,none
53.69,1.15,4.17,dry,0,none
65.86,4.55,3.49,wet,0,none
76.13,5.69,7.09,dry,1,medium
34.51,5.55,5.76,wet,0,none
32.89,4.39,4.17,wet,0,none
71.02,3.84,5.01,muddy,0,none
46.37,3.93,2.08,dry,0,none
55.16,2.73,8.08,dry,1,medium
70.6,3.77,5.48,dry,0,none
60.99,3.33,0.42,dry,0,none
71.77,0.88,0.07,dry,0,none
57.35,3.08,8.45,dry,1,medium
71.95,3.85,6.1,gravel,1,medium
72.7,1.41,0.53,wet,0,none
52.26,1.55,2.68,muddy,0,none
74.24,1.7,6.77,dry,0,none
41.82,1.0,1.47,wet,0,none
72.35,5.23,9.69,wet,1,high
60.26,4.08,6.76,muddy,0,none
81.53,1.31,5.44,dry,0,none
81.91,2.62,4.43,dry,0,none
43.75,2.48,0.63,wet,0,none
61.03,5.89,1.19,gravel,0,none
67.39,3.15,1.36,dry,0,none
55.44,2.61,1.16,wet,0,none
80.14,3.72,6.06,dry,0,none
55.94,1.6,3.44,wet,0,none
59.21,5.1,3.18,icy,0,none
77.3,2.36,7.52,dry,1,medium
49.86,5.85,0.84,wet,0,none
70.69,0.88,5.96,dry,0,none
54.72,3.82,2.9,dry,0,none
58.94,2.88,4.88,dry,0,none
59.64,2.84,7.13,gravel,1,medium
48.88,4.05,1.85,icy,0,none
50.09,1.48,6.57,gravel,1,medium
48.31,5.97,6.52,wet,0,none
38.14,2.22,9.11,dry,1,high
85.89,5.83,4.97,dry,1,low
74.6,1.23,7.66,muddy,1,medium
48.66,5.0,1.25,dry,0,none
59.9,1.85,5.82,dry,0,none
71.03,2.81,2.06,icy,0,none
87.43,0.89,3.33,dry,0,none
47.23,0.6,7.49,gravel,1,medium
51.69,5.81,0.23,dry,0,none
62.67,3.74,7.76,dry,1,medium
47.95,0.75,5.62,dry,0,none
101.3,2.75,7.73,gravel,1,medium
84.94,1.06,1.33,dry,0,none
46.94,1.27,0.46,dry,0,none
81.45,3.86,5.75,icy,1,low
63.02,4.24,3.4,wet,0,none
38.87,4.42,1.62,dry,0,none
44.29,0.57,5.96,gravel,1,low
62.19,4.81,6.73,dry,0,none
68.87,3.24,7.18,wet,1,medium
52.18,2.35,2.24,dry,0,none
69.2,2.99,8.85,dry,1,medium
41.88,5.23,5.15,wet,0,none
37.65,3.44,8.61,dry,1,medium
90.13,0.97,1.79,icy,0,none
58.43,2.72,4.95,dry,0,none
53.29,5.8,6.89,dry,0,none
72.78,2.66,7.02,icy,1,medium
66.93,2.5,5.01,gravel,1,low
75.7,5.48,6.32,wet,0,none
45.79,2.12,9.78,dry,1,high
56.19,2.91,4.72,muddy,0,none
75.41,3.82,6.94,icy,1,medium
59.94,2.64,0.29,dry,0,none
68.49,5.14,6.01,muddy,0,none
74.5,1.24,3.91,wet,0,none
59.03,5.27,0.93,wet,0,none
63.08,2.34,3.51,icy,0,none
66.71,0.85,2.99,dry,0,none
53.9,0.56,6.96,wet,0,none
82.81,2.56,2.08,wet,0,none
78.93,4.46,8.11,wet,1,medium
59.38,1.87,1.68,dry,0,none
42.94,4.54,5.38,dry,0,none
49.7,5.82,8.49,dry,1,medium
44.61,5.34,4.6,wet,0,none
38.3,0.93,4.01,dry,0,none
81.8,3.77,2.87,dry,0,none
57.43,2.52,1.25,dry,0,none
62.56,2.73,0.4,gravel,0,none
49.96,3.13,5.44,dry,0,none
36.99,2.01,5.23,dry,0,none
30.04,5.07,5.46,dry,0,none
61.47,2.33,9.47,gravel,1,high
45.76,2.04,6.63,wet,0,none
82.49,5.89,6.27,dry,1,medium
54.82,2.74,9.06,wet,1,high
71.58,4.66,9.81,dry,1,high
55.79,3.42,9.01,dry,1,high
82.48,3.53,2.55,dry,0,none
70.47,1.03,7.44,dry,1,medium
18.68,1.1,4.05,gravel,0,none
57.78,5.13,3.42,dry,0,none
80.88,5.77,2.09,wet,1,low
47.91,5.92,5.02,dry,0,none
71.38,5.73,5.05,wet,0,none
21.49,2.34,5.34,dry,0,none
38.7,2.99,0.37,dry,0,none
47.58,5.27,5.99,dry,0,none
49.63,4.7,9.57,dry,1,high
45.62,2.72,4.71,gravel,0,none
51.37,5.42,5.6,wet,0,none
75.25,3.28,1.62,dry,0,none
46.94,3.67,9.11,gravel,1,high
64.34,2.57,0.87,muddy,0,none
77.13,3.08,7.52,dry,1,medium
40.99,5.62,8.22,dry,1,medium
49.96,4.01,1.37,gravel,0,none
46.56,5.13,9.93,dry,1,high
64.07,2.51,4.54,wet,0,none
64.6,5.42,0.58,gravel,0,none
62.23,1.43,7.55,muddy,1,medium
48.31,3.26,7.81,dry,1,medium
66.02,1.7,8.71,dry,1,medium
36.85,4.47,7.82,wet,1,medium
74.51,5.64,3.68,dry,0,none
73.41,3.39,8.9,muddy,1,medium
84.3,0.52,2.82,icy,0,none
40.38,5.49,6.48,dry,0,none
62.33,3.13,8.15,dry,1,medium
91.51,0.52,3.66,icy,0,none
33.61,1.26,6.9,muddy,0,none
31.39,3.07,2.1,wet,0,none
56.97,5.59,0.54,gravel,0,none
60.52,3.9,3.03,muddy,0,none
76.78,5.82,2.82,muddy,0,none
61.47,5.95,7.01,dry,1,medium
75.43,1.65,4.06,gravel,0,none
41.74,4.68,5.84,dry,0,none
40.62,0.71,8.77,dry,1,medium
51.53,3.43,2.24,gravel,0,none
69.44,1.93,6.11,dry,0,none
56.94,3.33,4.66,wet,0,none
70.74,5.35,6.89,dry,0,none
53.81,2.86,9.59,icy,1,high
34.16,1.46,0.9,dry,0,none
60.48,4.13,5.63,dry,0,none
76.31,0.88,5.96,dry,0,none
57.17,5.67,2.5,dry,0,none
66.23,2.23,6.28,muddy,0,none
60.13,5.35,0.4,dry,0,none
84.14,5.57,1.96,dry,1,low
56.4,5.08,6.72,wet,0,none
73.97,1.47,9.18,dry,1,high
47.85,4.98,1.06,dry,0,none
47.92,1.72,5.04,muddy,0,none
55.95,3.51,7.11,dry,1,medium
63.79,5.23,9.36,dry,1,high
69.38,2.88,1.12,wet,0,none
77.47,4.4,9.93,muddy,1,high
96.38,4.29,7.2,gravel,1,medium
58.81,3.57,2.23,muddy,0,none
62.2,1.8,3.22,dry,0,none
64.95,5.57,8.87,icy,1,medium
52.86,0.77,2.84,gravel,0,none
58.53,3.96,5.84,dry,0,none
80.95,0.6,1.05,muddy,0,none
72.9,2.48,1.55,wet,0,none
63.15,4.98,7.53,gravel,1,medium
50.51,4.99,6.66,wet,0,none
46.43,5.96,1.83,muddy,0,none
73.99,1.68,2.89,wet,0,none
67.98,3.36,9.71,icy,1,high
78.24,4.33,9.45,dry,1,high
43.11,5.2,1.5,wet,0,none
41.36,5.7,5.07,dry,0,none
56.77,4.44,4.83,muddy,0,none
68.44,3.95,5.04,dry,0,none
65.28,2.12,3.72,gravel,0,none
56.79,1.06,9.0,dry,1,medium
45.13,5.56,8.06,gravel,1,medium
46.81,1.28,7.69,gravel,1,medium
62.8,4.18,4.93,dry,0,none
79.23,4.34,0.34,muddy,0,none
42.36,5.03,3.14,dry,0,none
57.74,3.0,4.29,muddy,0,none
58.39,4.84,0.74,dry,0,none
83.27,1.55,5.52,dry,0,none
42.04,5.04,0.72,gravel,0,none
85.09,1.58,3.0,dry,0,none
82.16,1.18,9.44,dry,1,high
75.17,2.38,7.13,gravel,1,medium
37.12,5.15,8.18,muddy,1,medium
62.0,2.68,5.89,wet,0,none
72.9,2.2,8.44,gravel,1,medium
43.55,1.7,0.15,icy,0,none
47.79,3.3,2.04,dry,0,none
50.85,4.7,2.41,dry,0,none
69.6,5.92,10.0,gravel,1,high
85.32,5.28,7.6,gravel,1,medium
81.0,5.76,0.23,muddy,1,low
50.59,3.46,2.18,dry,0,none
38.66,3.67,5.51,dry,0,none
96.81,5.78,5.52,gravel,1,low
53.11,2.91,4.7,icy,0,none
73.24,2.03,3.8,gravel,0,none
82.17,4.0,3.52,gravel,0,none
87.24,2.24,6.12,gravel,1,medium
54.15,0.73,0.73,wet,0,none
51.3,1.84,0.2,wet,0,none
71.22,0.84,4.37,dry,0,none
41.57,5.52,7.91,wet,1,medium
67.1,2.31,0.73,gravel,0,none
56.75,5.97,8.7,icy,1,medium
90.54,4.19,1.94,dry,0,none
53.75,1.6,4.7,dry,0,none
93.47,4.28,0.58,dry,0,none
54.71,2.8,5.84,wet,0,none
64.14,1.39,5.35,wet,0,none
91.31,5.52,0.16,icy,1,low
50.72,0.54,1.51,dry,0,none
63.1,2.83,8.02,dry,1,medium
72.4,2.76,2.34,wet,0,none
38.47,3.33,7.97,dry,1,medium
64.35,2.36,7.93,dry,1,medium
64.17,1.67,7.38,dry,1,medium
89.75,4.36,1.76,wet,0,none
47.99,5.85,6.15,muddy,0,none
